Date,MinTemp,MaxTemp,Precipitation,ReferenceET
1/4/21,-4.78,13.56,0,1.19
1/5/21,-1.17,17.94,0,2.2
1/6/21,-7.06,9.78,0,1.66
1/7/21,-10.61,5.89,0,0.53
1/8/21,-9.39,10.39,0,0.76
1/9/21,-9.39,0.28,0,0.19
1/10/21,-4.83,4.61,0,0.6
1/11/21,-9.78,8.89,0,0.72
1/12/21,-10.67,14.11,0,0.94
1/13/21,-6.89,20.17,0,1.38
1/14/21,-0.56,8.83,0,3.37
1/15/21,-8.78,6,0,3.06
1/16/21,-9.11,12.72,0,1.78
1/17/21,-2.11,9.78,0,1.86
1/18/21,-5.94,10.61,0,1.73
1/19/21,-6.61,8.22,0,1.2
1/20/21,-4.11,16.89,0,2.01
1/21/21,-7.17,16.56,0,1.41
1/22/21,-11.06,7.06,0,1.15
1/23/21,-5.83,16.5,0,1.4
1/24/21,-5.83,0.94,0,0.77
1/25/21,-9.67,-1.94,4.32,0.61
1/26/21,-13.89,-5.56,0,0.5
1/27/21,-21,-2.28,2.79,0.52
1/28/21,-9.83,9.06,0.25,1.05
1/29/21,-4.44,8.11,0,1.09
1/30/21,-3.22,9.28,0,1.57
1/31/21,-5,10.89,0,1.26
2/1/21,-4.22,16.44,0,1.8
2/2/21,-4.06,15.67,0,1.44
2/3/21,-2.5,21.67,0,2.42
2/4/21,-3.28,8.83,0,1.86
2/5/21,-6.33,10.78,0,1.26
2/6/21,-9.67,3.06,0,1.01
2/7/21,-10.72,-3.83,0,0.45
2/8/21,-13.72,-10.39,0,0.41
2/9/21,-13.44,-9.67,0,0.39
2/10/21,-15.94,-10.06,0,0.41
2/11/21,-18.39,-7.89,0.25,0.48
2/12/21,-17.72,-13.67,0,0.44
2/13/21,-18.78,-12.61,0,0.48
2/14/21,-26.89,-15.89,0,0.41
2/15/21,-28.94,-14.83,1.78,0.35
2/16/21,-22.89,-10.94,0,0.42
2/17/21,-14.89,-3.78,0,0.71
2/18/21,-13.11,-2,0,0.68
2/19/21,-12.22,9.72,0,1.19
2/20/21,-8.33,15.67,0,2.1
2/21/21,-5,10.28,0,2.09
2/22/21,-8.39,18.94,0,2.15
2/23/21,-5.67,23.22,0,3.45
2/24/21,-5.72,10.33,0,2.17
2/25/21,-5.56,7,0,1.49
2/26/21,-7.89,13.33,0,2.05
2/27/21,-7.44,23.89,0,3.54
2/28/21,-9.39,8.5,0,2.02
3/1/21,-12.17,12.28,0,1.84
3/2/21,-6.61,21.5,0,3.24
3/3/21,-9.5,22.11,0,2.93
3/4/21,-6.56,18.33,0,2.5
3/5/21,3.56,17.78,6.1,2.8
3/6/21,0.28,20.17,0,3.49
3/7/21,4.72,22.67,0,4.57
3/8/21,1.67,22.39,0,3.58
3/9/21,4.5,26.94,0,5.12
3/10/21,1.72,21,0,4.41
3/11/21,-7,13.72,0,2.18
3/12/21,0.89,5.89,5.59,0.41
3/13/21,2.56,9.39,30.23,0.11
3/14/21,3.17,15.11,1.27,2.23
3/15/21,-1.28,12.11,0.51,1.49
3/16/21,0.5,9.33,0,1.3
3/17/21,0,5.28,0.25,1.43
3/18/21,-3.33,11.22,0,1.98
3/19/21,-5.17,15.39,0,2.34
3/20/21,2.11,21.17,0,3.89
3/21/21,7.28,19.67,0,4.12
3/22/21,1.89,9.17,11.43,0.41
3/23/21,-0.56,11,0.25,1.63
3/24/21,-1.17,7.39,4.32,0.99
3/25/21,0.89,12.61,0,1.78
3/26/21,3.22,20.61,0,3.53
3/27/21,0,16,0,2.82
3/28/21,-1.83,22.06,0,3.76
3/29/21,3.44,31.89,0,6.46
3/30/21,-1.89,12.28,0,3.36
3/31/21,-3.89,15.5,0,3.01
4/1/21,-2.5,21.17,0,4.55
4/2/21,4.61,24.28,0,5.84
4/3/21,1.5,29.61,0,4.59
4/4/21,7.83,30.72,0,6.22
4/5/21,9.5,30.39,0,5.68
4/6/21,4.72,26.5,0,5.64
4/7/21,0.78,11.89,0.76,2.07
4/8/21,1.06,24.67,0,4.67
4/9/21,-1.11,14.33,0,3.28
4/10/21,-5.11,19.44,0,3.5
4/11/21,1.61,24.11,0,4.94
4/12/21,-1.5,14.5,0,3.29
4/13/21,0.22,13.5,0,3.02
4/14/21,-3.56,13.22,0,3.06
4/15/21,3.44,8.06,0.51,1.71
4/16/21,0,7.06,8.38,0.85
4/17/21,-0.72,11.33,0,1.78
4/18/21,-3.44,17.83,0,3.33
4/19/21,-2.39,10.72,0,2.33
4/20/21,-5.11,8.72,3.05,2.28
4/21/21,-2.89,8.67,0.25,2.17
4/22/21,-1.17,17.44,0,3.42
4/23/21,2.56,14.78,0,1.96
4/24/21,0.5,20.22,0,2.73
4/25/21,7.78,31.72,0,6.73
4/26/21,8,33.61,0,7.86
4/27/21,10.06,27.06,0,5.46
4/28/21,6.94,17.94,0,2.42
4/29/21,2.28,24.5,0,4.66
4/30/21,2.28,27.28,0,5.32
5/1/21,7.33,30.5,0,6.93
5/2/21,11.39,31.22,10.16,5.34
5/3/21,8.56,16.94,8.13,2.13
5/4/21,5.28,17.67,0.25,3.83
5/5/21,6.22,22.61,0.51,3.31
5/6/21,1.44,22.06,0,4.04
5/7/21,8.39,31.17,0,5.57
5/8/21,11.94,33,0,5.99
5/9/21,7,17.33,0,3.74
5/10/21,5.56,12.89,12.19,1.75
5/11/21,5.28,10.39,10.67,1.31
5/12/21,1.67,15.67,0,2.48
5/13/21,3.56,22.56,0,4.13
5/14/21,10.67,27.33,4.57,5.16
5/15/21,13.61,23.28,10.41,3.6
5/16/21,13.28,26.44,50.29,4.64
5/17/21,11.78,22.11,10.16,2.55
5/18/21,11.33,23.28,2.54,3.45
5/19/21,11.56,23.56,0.25,3.38
5/20/21,13.06,25.94,0,4.08
5/21/21,16.72,27.67,0,5.18
5/22/21,16.72,27.67,0,4.62
5/23/21,17.17,27.06,0.25,3.57
5/24/21,14.56,26.83,15.49,4.21
5/25/21,13.61,27.56,0,4.03
5/26/21,14.61,29.22,0,4.69
5/27/21,11.56,25.22,0,4.83
5/28/21,8.28,23.44,0,4.48
5/29/21,9.44,22.83,0,3.52
5/30/21,12.67,15.5,14.73,0.64
5/31/21,11.44,16.78,0.25,1.54
6/1/21,12.61,23.17,0,3.42
6/2/21,10.06,24.78,13.21,4.66
6/3/21,11.22,27.89,0,5
6/4/21,13.61,30.56,0,5.91
6/5/21,16.72,29.5,0,6.39
6/6/21,14.83,29.72,0,5.13
6/7/21,18.39,31.56,0,4.88
6/8/21,17.67,30.72,0,5.48
6/9/21,19.33,31.39,0,4.29
6/10/21,22.22,34.72,0,5.55
6/11/21,18.56,31.61,0,7.52
6/12/21,16.33,31.44,0,4.91
6/13/21,19.44,33.94,0,6.31
6/14/21,14.56,34.56,0,6.44
6/15/21,18.5,35.72,0,7.09
6/16/21,19.33,38.39,0,7.99
6/17/21,19.17,39.44,0,8.93
6/18/21,16.89,40,0,8.12
6/19/21,17.83,38.11,1.52,7.21
6/20/21,16,33.33,3.05,7.01
6/21/21,14.5,26.11,11.68,4.39
6/22/21,15.11,32.44,0,7.31
6/23/21,18.94,38.11,0,7.21
6/24/21,19.06,34.17,2.54,6.22
6/25/21,17.06,32.5,2.03,4.92
6/26/21,15.67,27.72,0,4.13
6/27/21,13.5,28.94,0,4.24
6/28/21,15.5,29.06,0,4.19
6/29/21,15.33,29.83,0,4.27
6/30/21,17.17,30.72,0,4.51
7/1/21,18.28,27.28,0.25,3.36
7/2/21,15.67,29.61,0,3.81
7/3/21,16.33,31.83,0,5.5
7/4/21,19.5,33.17,0,5.4
7/5/21,19.78,32.89,0,5.3
7/6/21,18,33.33,1.78,4.4
7/7/21,16.5,29.5,0.25,3.29
7/8/21,15.39,35.17,0,6.8
7/9/21,20.17,38.94,0.76,8.41
7/10/21,17.06,32.72,2.03,6.58
7/11/21,12.72,29.44,0,5.79
7/12/21,11.72,33.33,0,5.78
7/13/21,17.72,37.06,0,7.26
7/14/21,19.72,35.56,8.13,7.13
7/15/21,17.83,30.56,0.51,4.08
7/16/21,18,33.89,0,5.42
7/17/21,19.72,33.22,2.29,5.59
7/18/21,18.75,33.22,0,4.31
7/19/21,17.78,31.89,0,5.602
7/20/21,17.56,31.44,0,5.695
7/21/21,17.33,31,0,4.76
7/22/21,17.11,34.72,0,7.13
7/23/21,17.72,36.06,0,7.36
7/24/21,18.67,37.17,0,6.09
7/25/21,19.28,33.5,0.51,4.46
7/26/21,18.72,34.11,1.02,5.11
7/27/21,18.56,36.17,0,6.53
7/28/21,21.28,38.11,0,7.45
7/29/21,19.78,36.72,0,6.96
7/30/21,20.61,37.33,0,7.1
7/31/21,20.44,36.28,0,6.36
8/1/21,15.72,28.83,5.08,3.33
8/2/21,12.28,30.94,0,4.93
8/3/21,15.67,32.72,0,6.34
8/4/21,17.11,31.5,0,5.42
8/5/21,16.22,34.33,0,5.52
8/6/21,15.39,36.72,0,6.99
8/7/21,18.67,37.61,1.27,5.84
8/8/21,15.56,36.44,0.25,5.14
8/9/21,16.39,38.61,0,6.3
8/10/21,19.89,38.61,0,6.45
8/11/21,21.83,40.17,0,6.81
8/12/21,19.44,38.94,7.37,6.38
8/13/21,17.89,28.22,3.81,2.65
8/14/21,17.17,32.28,0,5.35
8/15/21,19.33,34.11,0,6.2
8/16/21,18.39,31.56,0,5.92
8/17/21,14.94,33.17,0,5.42
8/18/21,17.94,32.11,0,5.06
8/19/21,20.61,33.33,0,5.16
8/20/21,19.61,34.33,0,6.01
8/21/21,17.89,30.33,0,6.11
8/22/21,17.61,36.72,0,6.82
8/23/21,21.83,40.44,0,7.75
8/24/21,20.89,41.44,0,7
8/25/21,18.17,40.22,0,5.41
8/26/21,20.33,38.17,0,8.07
8/27/21,21.28,37.5,0,7.77
8/28/21,20.89,36.78,0,7.3
8/29/21,18.94,29.28,0,4.89
8/30/21,16.78,34.89,0,5.54
8/31/21,18.56,37.11,0,5.8
9/1/21,16.5,37.72,1.27,6.19
9/2/21,21.22,32.83,5.08,3.34
9/3/21,18.94,29.78,34.04,2.87
9/4/21,17.17,29,30.23,3.84
9/5/21,14.61,31.22,0,4.27
9/6/21,15.94,35.22,0,5.13
9/7/21,16.11,32.89,0,5.51
9/8/21,10.78,30.06,0,4.19
9/9/21,15.56,35.78,0,5.33
9/10/21,15,38.11,0,4.68
9/11/21,15.89,39.89,0,6.68
9/12/21,17.28,34.89,0,5.51
9/13/21,17.11,36.89,0,6.72
9/14/21,18.17,31.39,0,4.44
9/15/21,15.39,31.11,0,4.83
9/16/21,18,33.61,0,6.11
9/17/21,14.44,26.44,0,3.72
9/18/21,11.94,32.17,0,4.3
9/19/21,17.33,35.94,0,6.75
9/20/21,17.06,26.28,0,6.07
9/21/21,7.44,22.56,0,4.25
9/22/21,3.89,27.17,0,3.93
9/23/21,11.28,31.89,0,5.42
9/24/21,9.78,27.33,0,4.27
9/25/21,5.44,28.94,0,3.87
9/26/21,14.33,35.61,0,6.25
9/27/21,13.06,35.33,0,4.19
9/28/21,15,31.44,0.76,5.44
9/29/21,15.67,30,0,4.06
9/30/21,10.28,21.78,3.56,2.42
10/1/21,7.61,22.67,0.76,1.93
10/2/21,10.89,23.17,8.13,1.68
10/3/21,5.89,27.39,0,2.76
10/4/21,6.78,30.22,0,3.2
10/5/21,7.22,27.89,0,3.01
10/6/21,9,28.06,0,4
10/7/21,13.06,30.22,0,4.01
10/8/21,7.39,31.28,0,3.14
10/9/21,13.89,33.17,0,3.67
10/10/21,7.33,19.67,0,1.8
10/11/21,8.78,25.56,0,4.419
10/12/21,10.22,23.78,13.46,3.21
10/13/21,3.39,18.39,0,3.384
10/14/21,4,14.72,0,2.538
10/15/21,-0.17,15.94,0,3.008
10/16/21,-1.78,22.33,0,3.572
10/17/21,1.33,25.06,0,4.701
10/18/21,7.44,26.94,0,6.299
10/19/21,8.17,29.61,0,5.641
10/20/21,2.67,18.67,0,3.29
10/21/21,1.33,22.22,0,3.008
10/22/21,2.17,24.44,0,2
10/23/21,6.06,23.67,0,1.63
10/24/21,9.11,22.5,0,2.79
10/25/21,2.5,19.67,0,2.16
10/26/21,7.72,31.28,0,4.15
10/27/21,4.72,16.94,0,3.56
10/28/21,2,16.89,0,4.16
10/29/21,-0.5,19.94,0,2.16
10/30/21,0.22,25.39,0,2.61
10/31/21,-0.72,10.39,0,1.48
11/1/21,1.39,6.56,0,1.13
11/2/21,1.94,3.67,4.32,0.4
11/3/21,-0.06,8.11,0,0.63
11/4/21,-2.61,20.56,0,1.82
11/5/21,3.39,20.83,0,2.09
11/6/21,1.17,26.44,0,2.33
11/7/21,3.72,29.94,0,2.8
11/8/21,2.28,16.94,0,1.72
11/9/21,4.33,14.06,0,1.19
11/10/21,1.61,19.33,0,1.58
11/11/21,-1.28,13.28,0,1.75
11/12/21,-2.39,11.44,0,2.59
11/13/21,-3.67,22.78,0,1.6
11/14/21,-3.5,15.72,0,1.85
11/15/21,1.83,27.56,0,2.05
11/16/21,5.5,23.89,0,2.05
11/17/21,-5.28,12.22,0,2.71
11/18/21,-9.78,11.78,0,1.69
11/19/21,1.56,16.78,0,2.87
11/20/21,-5.33,16.17,0,1.35
11/21/21,-1.44,14.33,0,2.05
11/22/21,-5.06,19.5,0,1.7
11/23/21,-0.06,22.67,0,2.99
11/24/21,0.67,16.28,0,3.39
11/25/21,-8.61,11.44,0,1.28
11/26/21,-3.5,22.22,0,1.76
11/27/21,-0.78,18.11,0,2.45
11/28/21,-4.94,19.44,0,1.31
11/29/21,1.17,26.33,0,1.62
11/30/21,2.5,16.33,0,2.06
12/1/21,-1.78,19.78,0,1.61
12/2/21,-0.33,26.33,0,1.63
12/3/21,-3.33,17.61,0,1.78
12/4/21,-5.83,13.06,0,0.82
12/5/21,-2,20.89,0,1.95
12/6/21,-11.39,2.44,0,1.12
12/7/21,-3.5,9.72,0,1.43
12/8/21,-7.17,16.5,0,1.66
12/9/21,0.33,18.5,0,2.21
12/10/21,-4.94,7.39,0,1.37
12/11/21,-9.5,9,0,1.54
12/12/21,-6.33,17.06,0,1.55
12/13/21,-8.56,15.67,0,1.16
12/14/21,-4.39,21.33,0,2.36
12/15/21,-2.67,20.56,0,3.76
12/16/21,-8.28,8.94,0,1.25
12/17/21,-6.06,11.67,0,1.74
12/18/21,-12.83,3.06,0,0.96
12/19/21,-11.28,12.39,0,1.36
12/20/21,-11.56,11.94,0,1.01
12/21/21,-8,18.67,0,1.26
12/22/21,-5.94,17.5,0,1.65
12/23/21,-2,17.06,0,2.819
12/24/21,3.06,21.94,0,3.305
12/25/21,-6.17,17.89,0,2.042
12/26/21,2.72,22.78,0,5.055
12/27/21,-5.83,5.44,0,2.139
12/28/21,-9.39,8.39,0,1.75
12/29/21,-10.67,2.5,0,0.972
12/30/21,-14.22,16.17,0,2.819
12/31/21,-8.94,12.61,0,1.653
1/1/22,-15.83,-8.83,0,0.092
1/2/22,-21.11,-0.72,1.78,0.738
1/3/22,-13.61,10.94,0,1.845
1/4/22,-5.83,13.94,0,2.029
1/5/22,-13.22,3.83,0,0.83
1/6/22,-16.28,-11.17,1.02,0.277
1/7/22,-14.94,0.72,0.25,1.015
1/8/22,-10.56,8.56,0,1.291
1/9/22,-7.94,4.22,0,0.922
1/10/22,-8.72,13.89,0,2.029
1/11/22,-6.33,16.67,0,2.214
1/12/22,-7.56,14.83,0,1.06
1/13/22,-3.89,18.67,0,1.23
1/14/22,-4.72,12.28,0,2.26
1/15/22,-8.39,2.72,0,1.4
1/16/22,-8.83,15.33,0,1.39
1/17/22,-8.06,17.78,0,1.42
1/18/22,-5.67,19.44,0,1.37
1/19/22,-10.06,5.39,0,1
1/20/22,-13.89,-3.89,0,0.7
1/21/22,-13.33,3.94,0,0.97
1/22/22,-5.56,10.17,0,1
1/23/22,-4.17,14.17,0,1.46
1/24/22,-6.61,13.22,0,1.73
1/25/22,-8.56,-0.17,6.1,0.43
1/26/22,-18.39,0.17,2.03,0.43
1/27/22,-17.61,1.67,0.76,0.46
1/28/22,-13.33,4.39,0,0.79
1/29/22,-6.89,9.67,0,0.99
1/30/22,-9.61,15,0,1.16
1/31/22,-7.17,18.94,0,1.67
2/1/22,-4.17,5.5,0,2.04
2/2/22,-13.11,-4,0,0.67
2/3/22,-18.44,-9.39,0,0.59
2/4/22,-19.06,3.44,0.25,0.77
2/5/22,-9.5,8.28,0,1.26
2/6/22,-4.11,7,0,1.26
2/7/22,-4.44,13.17,0,1.55
2/8/22,-4.28,13.67,0,1.94
2/9/22,-4.83,13.78,0,1.73
2/10/22,-2.83,16.33,0,2.19
2/11/22,-2.28,10.83,0,2.19
2/12/22,-9.89,7.33,0,1.59
2/13/22,-6.89,15.94,0,2.04
2/14/22,-6.61,14.56,0,2.17
2/15/22,-1.33,19.44,0,2.54
2/16/22,-2.83,8.39,0,1.99
2/17/22,-7.89,0.94,0,1.51
2/18/22,-10.06,14.06,0,1.72
2/19/22,-5.67,16.78,0,2.68
2/20/22,-4.44,21.22,0,3.08
2/21/22,-12.39,21.33,0,2.58
2/22/22,-15.56,-6.72,0,1.03
2/23/22,-18.94,-7.39,0,0.89
2/24/22,-17,-4.61,0,0.9
2/25/22,-16.17,1.56,0,1.24
2/26/22,-12.17,6.67,0,1.39
2/27/22,-12.89,16.22,0,2.04
2/28/22,-9.56,20.28,0,2.26
3/1/22,-4.83,24.72,0,2.78
3/2/22,-0.78,27.61,0,3.36
3/3/22,-1.17,20.67,0,3.49
3/4/22,7.72,26.06,0.25,4.73
3/5/22,-6.06,14.83,0,2.21
3/6/22,-9.39,4,0,1.41
3/7/22,-12.22,2.83,0,1.41
3/8/22,-10.83,4.44,0.25,0.87
3/9/22,-8.61,2.17,0.25,0.8
3/10/22,-10.78,-6.72,0.25,0.71
3/11/22,-14.06,2.39,0,1.48
3/12/22,-8.83,17.5,0,2.65
3/13/22,-3.78,22.83,0,4.14
3/14/22,-3.28,13.94,0,3.26
3/15/22,-6.33,20.67,0,3.2
3/16/22,-3.33,23.83,0,4.35
3/17/22,-0.22,11.06,1.27,1.97
3/18/22,-1.67,13.5,0.25,2.54
3/19/22,-2.67,19.5,0,3.31
3/20/22,2.11,25.11,0,5.79
3/21/22,0.17,15.22,4.06,2.87
3/22/22,-0.11,11.22,0.76,2.63
3/23/22,-4.17,9.78,0,2.29
3/24/22,-5.61,21.06,0,3.38
3/25/22,1,15.61,0,3.5
3/26/22,0.44,23.22,0,4.03
3/27/22,-0.11,16.5,0,3.55
3/28/22,-2,21.17,0,3.36
3/29/22,3.22,26,0,5.31
3/30/22,-0.33,11.17,0,3.17
3/31/22,-4.39,16.44,0,3.35
4/1/22,-0.33,17,0,3.15
4/2/22,-5.39,21.17,0,3.57
4/3/22,3.61,20,0,4.68
4/4/22,3.83,18.83,0,4.04
4/5/22,4.83,28,0,4.97
4/6/22,2.06,14.61,0,5.32
4/7/22,1,14.5,0,5.06
4/8/22,-0.11,16.44,0,4.42
4/9/22,0.17,30.06,0,5.55
4/10/22,6.94,19.67,0,5.76
4/11/22,0.61,20.72,0,4.96
4/12/22,-1.08,15.69,0,9.615
4/13/22,-2.78,10.67,0,3.34
4/14/22,-7.67,19.94,0,4.34
4/15/22,1.72,17.06,0,4.46
4/16/22,-2.5,13.06,0,3.65
4/17/22,2.44,22.72,0,4.54
4/18/22,1.28,15.89,0,3.66
4/19/22,3.94,21,0,4.43
4/20/22,10.28,25.22,0,5.72
4/21/22,6.22,29.22,0,3.58
4/22/22,18.44,31.56,4.83,7.4
4/23/22,6.39,25.06,5.08,6.26
4/24/22,1.56,19.67,0,4.4
4/25/22,-2.89,16.44,0,3.4
4/26/22,2.22,23.72,0,6.14
4/27/22,10.61,31,0,6.03
4/28/22,12.94,28.06,0,4.87
4/29/22,9.5,29.17,0,5.7
4/30/22,6.89,21.61,0,5.99
5/1/22,0.61,24.33,6.35,4.68
5/2/22,3.11,12.44,2.03,1.04
5/3/22,3.06,15.28,0,2.55
5/4/22,6.83,9.22,0.76,0.63
5/5/22,4.56,15.28,0,2.2
5/6/22,2.67,31.06,0,5.46
5/7/22,8.56,30.56,0,5.71
5/8/22,13.33,30.28,0,6.86
5/9/22,17.94,37.28,0,9.93
5/10/22,7.78,32.33,0,6.7
5/11/22,15.78,35.28,0,8.73
5/12/22,13.06,36.33,0,7.37
5/13/22,5.67,27.39,0,6.05
5/14/22,11.56,31.89,0,5.5
5/15/22,10.78,29.89,0,6.16
5/16/22,9.06,30.11,0,6.23
5/17/22,15.61,34.5,0,7.54
5/18/22,13.56,32.5,26.16,6.38
5/19/22,14.17,34.39,0,6.8
5/20/22,7.5,22.22,0,6
5/21/22,6.22,13.83,0,2.77
5/22/22,5.5,18.83,0,4.06
5/23/22,8.11,14.56,3.81,2.16
5/24/22,7.22,9.94,15.49,0.51
5/25/22,6.89,18.61,0,2.95
5/26/22,4,27.22,0,5.25
5/27/22,9.78,34.83,0,8.03
5/28/22,14.06,38.67,0,7.67
5/29/22,17.06,36.11,0,9.23
5/30/22,13.61,31.94,0,8.3
5/31/22,9.28,26.67,0,6
6/1/22,8.94,21.33,0.25,3.32
6/2/22,7.89,22.39,0,3.77
6/3/22,11.39,25.83,19.81,4.67
6/4/22,12.39,31.56,0,5.48
6/5/22,17.67,27.17,0,2.95
6/6/22,16.44,33.17,3.56,5.35
6/7/22,16.61,29.67,4.57,5.59
6/8/22,14.83,26.89,0,5.45
6/9/22,13.72,27,0,3.74
6/10/22,15.94,32.33,0,5.54
6/11/22,17.67,40.22,0,6.64
6/12/22,22.22,38.94,0,7
6/13/22,24.39,39.44,0,14.14
6/14/22,21.06,37,0,9.47
6/15/22,15.56,31.5,0,7.84
6/16/22,17.83,39.11,0,8.69
6/17/22,19.33,37.83,0,9.89
6/18/22,19.5,36.28,0,9.04
6/19/22,21.28,36.11,0,9.3
6/20/22,20.56,36.44,0,10.07
6/21/22,19.28,34.78,0,7.97
6/22/22,17.28,27.5,0.51,3.22
6/23/22,18.72,37.67,0,8.36
6/24/22,22.78,39.39,0,9.5
6/25/22,19.89,28.28,0,6.47
6/26/22,16.61,23.78,0,3.97
6/27/22,10.06,21.44,2.54,2.31
6/28/22,9.06,31.67,0.25,5.98
6/29/22,17.28,35.5,0,8.28
6/30/22,16.89,38.78,0.25,9.28
7/1/22,19.61,33.22,0.51,6.41
7/2/22,18.78,33.11,2.29,5.88
7/3/22,20.28,36.83,0,7.65
7/4/22,21.56,37.56,0,9.18
7/5/22,20.72,39.83,0,9.39
7/6/22,19.22,32.11,0,4.56
7/7/22,17.83,34.11,0,6.37
7/8/22,21.44,37.17,0,6.74
7/9/22,18.5,37.72,0,7.41
7/10/22,19,40.33,0,9.46
7/11/22,20.72,34.72,0,8.57
7/12/22,16.06,32.56,0,6.46
7/13/22,18.44,36.83,0,8.85
7/14/22,21.33,41.22,0,10.23
7/15/22,22.33,42.39,0,8.71
7/16/22,21.72,42.06,3.05,7.59
7/17/22,18.94,37.33,0,7.08
7/18/22,16.72,38.28,0,7.3
7/19/22,22.33,42.39,0,9.01
7/20/22,23.06,36.72,0,7.67
7/21/22,21.28,32.89,0,4.47
7/22/22,19.5,39.39,0,8.62
7/23/22,21.28,40.89,0,9.8
7/24/22,23.33,34.72,0,7.57
7/25/22,19.22,33.39,0,5.17
7/26/22,19.22,36.44,4.57,4.86
7/27/22,19.39,33.83,0,5.45
7/28/22,20,31.06,0,4.24
7/29/22,16.56,21.56,38.1,0.71
7/30/22,15.56,25.5,5.59,2.31
7/31/22,19.33,33.28,0,4.82
8/1/22,18.67,36.06,0,5.77
8/2/22,19.22,38.94,0,7.88
8/3/22,19.89,38.5,0,7.79
8/4/22,20.28,35.33,0,6.49
8/5/22,21.28,38.28,0,7.41
8/6/22,21.94,40,0,8.79
8/7/22,22.22,39.22,0,7.71
8/8/22,18.44,32,0,5.22
8/9/22,17.28,34.28,5.59,5.08
8/10/22,17,34.33,0,5.89
8/11/22,15.22,34.61,0,6.04
8/12/22,16.72,35.83,0,7.2
8/13/22,18.5,37.33,0,8.03
8/14/22,21.28,37.83,0,8.48
8/15/22,17.5,39.06,0,7.62
8/16/22,18.44,27.28,0,3.13
8/17/22,15.83,26.5,0,2.93
8/18/22,13.61,32.89,0,5.03
8/19/22,17.28,36.06,0,5.75
8/20/22,17.17,30.56,0,4.57
8/21/22,17.22,31.11,0,4.96
8/22/22,15.11,32.67,0,4.59
8/23/22,11.94,32.56,0,5.15
8/24/22,12.61,33.61,0,5.45
8/25/22,15.22,33.83,0,6.12
8/26/22,15.22,34.5,0,7.18
8/27/22,18.22,32.94,4.57,4.43
8/28/22,15.5,38.56,0,6.22
8/29/22,18.22,38.22,0,6.11
8/30/22,16,32.94,0,5.09
8/31/22,18.11,34.33,0,5.8
9/1/22,18.78,33.61,0,5.1
9/2/22,15.39,36.11,3.05,5.65
9/3/22,14.39,32.83,0,5.15
9/4/22,11.83,32.33,0,5.01
9/5/22,12.11,33.44,0,5.69
9/6/22,13.17,36.06,0,5.64
9/7/22,13.33,38.17,0,5.39
9/8/22,16.72,35.78,0,6.47
9/9/22,14.5,34.17,0,5.38
9/10/22,8.28,16.06,0.25,1.37
9/11/22,3.56,25,0,3.58
9/12/22,11.83,32.94,0,4.81
9/13/22,13.5,34.72,0,5.25
9/14/22,18.33,33.61,0,6.16
9/15/22,17.17,33.72,3.81,5.53
9/16/22,13.89,31.72,0,4.4
9/17/22,19,33.89,0,5.35
9/18/22,20,38.61,0,7.43
9/19/22,17.17,37.11,0,6.81
9/20/22,20.61,38.5,0,6.8
9/21/22,10.61,29,0,4.52
9/22/22,8.67,12.22,6.35,0.56
9/23/22,11.61,26.78,1.27,3.17
9/24/22,9.78,32.11,0,3.97
9/25/22,7.72,26.33,0,4.12
9/26/22,7.56,30.78,0,4.09
9/27/22,7.83,31.78,0,4.12
9/28/22,11.94,27.11,0,3.67
9/29/22,8.83,32.22,0,5.36
9/30/22,12.78,33.39,0,6.75
10/1/22,11.39,32.11,0,5.56
10/2/22,10.94,29.89,0,5.48
10/3/22,9.61,29.72,0,5.79
10/4/22,11.67,23.17,0.51,2.6
10/5/22,9.56,25,0,2.54
10/6/22,6.28,27.33,0,3.29
10/7/22,4.28,12.44,0,2.19
10/8/22,6.22,18.78,0,2.11
10/9/22,2.06,25,0,2.49
10/10/22,5.78,26.94,0,3.34
10/11/22,10.72,31.39,0,5.17
10/12/22,4.28,25.94,0,3.43
10/13/22,2.56,22.06,0,3.34
10/14/22,3.06,28.89,0,3.89
10/15/22,0.06,25.28,0,2.87
10/16/22,3.72,18.72,0,2.42
10/17/22,-2.33,17.94,0,2.14
10/18/22,-0.33,14.39,0,2
10/19/22,-0.44,27.28,0,2.76
10/20/22,2.17,27.5,0,3.39
10/21/22,2.67,31.33,0,3.29
10/22/22,4,30.06,0,4.3
10/23/22,13,30.28,0,8.34
10/24/22,-0.72,14.06,0,3.11
10/25/22,-2.67,19.06,0,2.36
10/26/22,1.56,20.44,0,3.65
10/27/22,6.5,16.61,0,2.4
10/28/22,4.28,17.83,0,1.66
10/29/22,0.83,20.61,0,1.74
10/30/22,1.11,19.94,0,2.33
10/31/22,-1,23.44,0,2.46
11/1/22,13.72,18.67,0,3.58
11/2/22,13.61,26.89,0,4.13
11/3/22,3.56,24.83,0,3.73
11/4/22,-2.94,4.94,0,1.24
11/5/22,-4.56,20.67,0,2.28
11/6/22,0.39,17.33,0,2.5
11/7/22,-0.28,17.61,0,2.31
11/8/22,12.11,24.89,0,2.51
11/9/22,15.28,22.67,0,2.64
11/10/22,-1.56,18.67,0,2.27
11/11/22,-8.89,3.72,0,1.43
11/12/22,-12.06,10.94,0,1.18
11/13/22,-4.56,15,0,2.45
11/14/22,-10.22,0.11,1.27,0.7
11/15/22,-12.61,5.06,1.27,0.78
